# This file is automatically generated by the 'radon2config' program. It defines FMI parameters used
# in the Radon database.
#
# Do not edit this file, because all changes will be overridden.
#
# FIELDS:
# 1) FmiParameterId
# 2) FmiParameterName
# 3) FmiParameterUnits
# 4) FmiParameterDescription
# 5) AreaInterpolationMethod
# 6) TimeInterpolationMethod
# 7) LevelInterpolationMethod
# 8) DefaultPrecision
#
152;VS_MS;m s-1;Speed of the Ship in Meters per Second;1;1;1;;
153;T-K;K;Temperature in Kelvins;1;1;1;;
154;T-C;C;Temperature in Celsius;1;1;1;;
156;PD-PA;kg m-1 s-2;Pressure Delta in Pascals);1;1;1;;
158;Z-M2S2;m2 s-2;Geopotential;1;1;1;;
159;TPW-K;K;Pseudoadiabatic potential temperature in K;1;1;1;;
160;TD-C10;C 10-1;Dew point Temperature in 10ths of C;1;1;1;;
161;TD-C;C;Dew point Temperature in C;1;1;1;;
162;TD-K;K;Dew point Temperature in K;1;1;1;;
163;RH-PRCNT;%;Relative Humidity in percents;1;1;1;;
164;CLDSYM-N;No Unit;Cloud Symbol;2;2;2;;
166;FF-MS;m s-1;Wind speed in m/s;1;1;1;;
169;DD-D;Deg;Wind Direction in Degrees;1;1;1;;
171;U-MS;m s-1;U wind in m/s;2;2;2;;
174;V-MS;m s-1;V wind in m/s;2;2;2;;
175;VV-MMS;mm s-1;Vertical Velocity in mm/s;1;1;1;;
176;VV-CBS;cb s-1;Vertical Velocity in cb/s;1;1;1;;
177;VV-PAS;Pa s-1;Vertical Velocity in pa/s;1;1;1;;
178;RR-MM10;mm;Total precipitation;1;1;1;;
179;RR-KGM2;kg m-2;Total precipitation in kg/m2;1;1;1;;
180;RRSYM2-N;No Unit;Rain Symbol 2;1;1;1;;
181;RR-6-MM;mm;Rain over the last 6 hours in mm;1;1;1;;
182;RR-12-MM;mm;Rain over the last 12 hours in mm;1;1;1;;
183;RRL-MM10;m 10-4;Large Scale precipitation in 10ths of mm;1;1;1;;
184;RRL-KGM2;kg m-2;Large Scale precipitation in kg/m2;1;1;1;;
185;RRC-MM10;m 10-4;Convective precipitation in 10ths of mm;1;1;1;;
186;RRC-KGM2;kg m-2;Convective precipitation in kg/m2;1;1;1;;
187;N-PRCNT;%;Total Cloud Cover in %;1;1;1;;
188;KINDEX-N;No Unit;Stability index (-50 -> 50);1;1;1;;
189;HESSAA-N;No Unit;Simple weather symbol fo HS and others;2;2;2;;
191;RRL-M;m;Precipitation Large Scale in m;1;1;1;;
192;RRC-M;m;Precipitation Convective in m;1;1;1;;
193;RRS-M;m;Precipitation Snow in meters;1;1;1;;
194;LNSP-N;No Unit;Log Surface Pressure;1;1;1;;
195;ZH-GPM;gmp;Geopotential Height;1;1;1;;
196;NL-PRCNT;%;Low Cloud Amount;1;1;1;;
197;NM-PRCNT;%;Medium Cloud Amount;1;1;1;;
198;NH-PRCNT;%;High Cloud Amount;1;1;1;;
199;ALBEDO-PRCNT;%;ALBEDO in %;1;1;1;;
200;RRRL-KGM2;kg m-2 h-1;Large Scale Precipitation rate in kg m-2;1;1;1;;
201;RRRC-KGM2;kg m-2 h-1;Convective Precipitation rate in kg m-2;1;1;1;;
202;ABSVO-HZ-5;s-1 10-5;Absolute Vorticity in HZ/10000;1;1;1;;
203;ABSVO-HZ;s-1;Absolute Vorticity in HZ;1;1;1;;
204;FRNTSYM-N;No Unit;Front Symbol;1;1;1;;
206;WW-N;No Unit;Present Weather;2;2;2;;
207;W1-N;No Unit;Past Weather 1;2;2;2;;
208;W2-N;No Unit;Past Weather 2;2;2;2;;
209;H-M;m;Cloud Height in  Meters;1;1;1;;
210;CL-N;No Unit;Low Cloud Type;1;1;1;;
211;CM-N;No Unit;Medium Cloud Type;1;1;1;;
212;CH-N;No Unit;High Cloud Type;1;1;1;;
213;RRT-S;s;Period of Rain Amount in Seconds;1;1;1;;
214;TMAX-K;K;Maximum Temperature in Kelvins;1;1;1;;
215;TMIN-K;K;Maximum Temperature in Kelvins;1;1;1;;
216;TG-K;K;Ground Temperature in Kelvins;1;1;1;;
217;SD-M;m;Snow Depth in Meters;1;1;1;;
218;SKT-K;K;Skin temperature;1;1;1;;
219;LR-KM;K m-1;Lapse rate K/m;1;1;1;;
220;CLDTOP-M;m;Height of cloud top;1;1;1;;
221;SNL-KGM2;kg m-2;Large scale snow accumulation in kg/m2;1;1;1;;
222;SNC-KGM2;kg m-2;Convective snow accumulation in kg/m2;1;1;1;;
223;SNRL-KGM2;kg m-2 s-1;Large scale snowfall rate in mm/h;1;1;1;;
224;SNRC-KGM2;kg m-2 s-1;Convective snowfall rate in mm/h;1;1;1;;
225;PROB-WG-4;%;Probability of reaching wind gust speed of 30 m/s in EPS;1;1;1;;
226;PROB-WG-5;%;Probability of reaching wind gust speed of 35 m/s in EPS;1;1;1;;
227;PROB-W-3;%;Probability of reaching wind speed of 17 m/s in EPS;1;1;1;;
228;PROB-W-4;%;Probability of reaching wind speed of 21 m/s in EPS;1;1;1;;
229;PROB-W-5;%;Probability of reaching wind speed of 25 m/s in EPS;1;1;1;;
230;PROB-W-6;%;Probability of reaching wind speed of 30 m/s in EPS;1;1;1;;
231;PROB-TW-1;%;Probability of reaching temperature 25 C in EPS;1;1;1;;
232;PROB-TW-2;%;Probability of reaching temperature 27 C in EPS;1;1;1;;
233;PROB-TW-3;%;Probability of reaching temperature 30 C in EPS;1;1;1;;
234;PROB-CAPE-1;%;Probability of reaching CAPE value 50 in EPS;1;1;1;;
235;PROB-CAPE-2;%;Probability of reaching CAPE value 500 in EPS;1;1;1;;
236;PROB-CAPE-3;%;Probability of reaching CAPE value 1000 in EPS;1;1;1;;
237;PROB-CAPE-4;%;Probability of reaching CAPE value 1500 in EPS;1;1;1;;
238;PROB-RR24-1;%;Probability of reaching precipitation 30 mm in 24 h in EPS;1;1;1;;
239;PROB-RR24-2;%;Probability of reaching precipitation 60 mm in 24 h in EPS;1;1;1;;
240;PROB-RR24-3;%;Probability of reaching precipitation 120 mm in 24 h in EPS;1;1;1;;
241;PROB-RR24-4;%;Probability of reaching precipitation 70 mm in 24 h in EPS;1;1;1;;
242;PROB-RR24-5;%;Probability of reaching precipitation 120 mm in 24 h in EPS;1;1;1;;
243;PROB-SN-1;%;Probability of reaching snowfall 1 mm in 6 h in EPS;1;1;1;;
244;PROB-SN-2;%;Probability of reaching snowfall 5 mm in 6 h in EPS;1;1;1;;
245;PROB-SN-3;%;Probability of reaching snowfall 10 mm in 6 h in EPS;1;1;1;;
246;PROB-SN-4;%;Probability of reaching snowfall 15 mm in 6 h in EPS;1;1;1;;
247;PROB-SN-5;%;Probability of reaching snowfall 30 mm in 6 h in EPS;1;1;1;;
248;PROB-SN-6;%;Probability of reaching snowfall 50 mm in 6 h in EPS;1;1;1;;
249;PROB-SN24-1;%;Probability of reaching snowfall 1 mm in 24 h in EPS;1;1;1;;
250;PROB-SN24-2;%;Probability of reaching snowfall 5 mm in 24 h in EPS;1;1;1;;
251;PROB-SN24-3;%;Probability of reaching snowfall 10 mm in 24 h in EPS;1;1;1;;
252;PROB-SN24-4;%;Probability of reaching snowfall 15 mm in 24 h in EPS;1;1;1;;
253;PROB-SN24-5;%;Probability of reaching snowfall 30 mm in 24 h in EPS;1;1;1;;
254;PROB-SN24-6;%;Probability of reaching snowfall 50 mm in 24 h in EPS;1;1;1;;
255;PROB-RR-5;%;Probability of reaching some precipitation threshold value;1;1;1;;
256;PROB-RR-6;%;Probability of reaching some precipitation threshold value;1;1;1;;
257;PROB-TC-1;%;Probability of reaching -15 C in EPS;1;1;1;;
258;PROB-TC-2;%;Probability of reaching -20 C in EPS;1;1;1;;
259;PROB-TC-3;%;Probability of reaching -25 C in EPS;1;1;1;;
260;PROB-TC-4;%;Probability of reaching -30 C in EPS;1;1;1;;
261;RR-AVE6-MM;mm;Average precipitation 6 hours in EPS;1;1;1;;
262;SN-AVE6-MM;mm;Average snow fall 6 hours in EPS;1;1;1;;
263;PROB-RR24-6;%;Probability of reaching precipitation 1 mm in 24 h in EPS;1;1;1;;
264;PROB-RR24-7;%;Probability of reaching precipitation 5 mm in 24 h in EPS;1;1;1;;
265;PROB-RR12-1;%;Probability of reaching precipitation 0.3 mm in 12 h in EPS;1;1;1;;
266;PROB-RR12-2;%;Probability of reaching precipitation 4.5 mm in 12 h in EPS;1;1;1;;
267;PROB-RR12-3;%;Probability of reaching precipitation 12 mm in 12 h in EPS;1;1;1;;
268;NC-PRCNT;%;Convective Cloud Amount;1;1;1;;
269;SAL-PSU;psu;Sea water salinity in psu;1;1;1;;
270;SDEP-M;m;Snow depth in m for Hirlam Models;1;1;1;;
271;SDEPOP-M;m;Snow depth in m on open land;1;1;1;;
272;CTBT-K;K;Cloud top brightness temperature (IR);1;1;1;;
273;WVBT-K;K;Water vapour brightness temperature;1;1;1;;
274;WVBTCC-K;K;Water vapour brightness temperature including cloud correction;1;1;1;;
275;CWR-0TO1;0to1;Cloud water reflectivity;1;1;1;;
276;CLDBASE-M;m;Cloud base height;1;1;1;;
277;MAXICE-N;m;Maximum icing index, 1-4;2;2;2;;
278;IVELU-MS;m s-1;Sea ice velocity (U) in m/s;1;1;1;;
279;IVELV-MS;m s-1;Sea ice velocity (V) in m/s;1;1;1;;
280;IRAFTTHK-CM;cm;Rafted sea ice mean thickness;1;1;1;;
281;T1DER-C;C;Road Temperature Derivative Sensor 1;1;1;1;;
282;T2DER-C;C;Road Temperature Derivative Sensor 2;1;1;1;;
283;FRPT1-C;C;Freezing Point Sensor 1;1;1;1;;
284;FRPT2-C;C;Freezing Point Sensor 2;1;1;1;;
285;ROADWARN1-N;No Unit;Road Warning 1;1;1;1;;
286;ROADWARN2-N;No Unit;Road Warning 2;1;1;1;;
287;ROADWARN3-N;No Unit;Road Warning 3;1;1;1;;
288;DPDEF-C;C;Dew Point Deficit;1;1;1;;
289;CONDTY1-V;V;Conductivity Sensor 1;1;1;1;;
290;CONDTY2-V;V;Conductivity Sensor 2;1;1;1;;
291;SENSFT-N;No Unit;Sensor Fault;1;1;1;;
292;SALT1-GM2;g m-2;Salt Content grams per m2 Sensor 1;1;1;1;;
293;SALT2-GM2;g m-2;Salt Content grams per m2 Sensor 2;1;1;1;;
294;SALT1-GL;g/l;Salt Concentration grams per litre Sensor 1;1;1;1;;
295;SALT2-GL;g/l;Salt Concentration grams per litre Sensor 2;1;1;1;;
296;ROADST3-N;No Unit;Road Status 3;1;1;1;;
297;FRICTION-N;No Unit;Friction Coefficient;1;1;1;;
298;WATERLR-MM;mm;Water Content in mm;1;1;1;;
299;SNOWLR-MM;mm;Snow Content in mm;1;1;1;;
300;ICELR-MM;mm;Ice Content in mm;1;1;1;;
301;RDIDX-CO-N;JustAnumber;Road Condition Index, County average;1;1;1;;
302;PROB-TC-0;%;Probability of frost;1;1;1;;
303;WVELU-MS;m s-1;Sea water velocity (U) in m/s;1;1;1;;
304;WVELV-MS;m s-1;Sea water velocity (V) in m/s;1;1;1;;
305;WVELW-MS;m s-1;Sea water velocity (W) in m/s;1;1;1;;
306;IRCNCT-PRCNT;%;Rafted sea ice concentration;1;1;1;;
307;IRIDGC-PRCNT;%;Ice concentration of ridging;1;1;1;;
308;IFF-MS;m s-1;Ice speed in m/s;1;1;1;;
309;IDD-D;m s-1;Ice Direction in Degrees;1;1;1;;
310;SFF-MS;m s-1;Sea water speed in m/s;1;1;1;;
311;SDD-D;m s-1;Sea water Direction in Degrees;1;1;1;;
312;IMEANTHK-CM;cm;Ice mean thickness;1;1;1;;
313;TP-K;K;Potential temperature;1;1;1;;
314;RNETSWA-JM2;J m-2;Net short wave radiation accumulation;1;1;1;;
315;RDIFSWA-JM2;J m-2;Diffuse shortwave radiation accumulation;1;1;1;;
316;RNETLWA-JM2;J m-2;Net long wave radiation accumulation;1;1;1;;
317;RADLWA-JM2;J m-2;Long wave radiation accumulation;1;1;1;;
318;RADGLOA-JM2;J m-2;Global radiation accumulation;1;1;1;;
319;RTOPSWA-JM2;J m-2;Net short wave radiation accumulation, top of atmosphere;1;1;1;;
320;RTOPLWA-JM2;J m-2;Net long wave radiation accumulation, top of atmosphere;1;1;1;;
321;RRH-KGM2;kg m-2;Total hail precipitation in kg/m2;1;1;1;;
322;PRECFORM2-N;JustAnumber;Precipitation form, duplicate parameter for HIMAN purposes;2;2;2;;
323;SNRI-KGM2;kg m-2 h-1;Instant snowfall rate in mm/s or mm/h;1;1;1;;
324;RRI-KGM2;kg m-2 h-1;Instant rain in kg/m2;1;1;1;;
325;RRS-KGM2;kg m-2;Solid precipitation (f.ex. snow+graupel);1;1;1;;
326;RRRS-KGM2;kg m-2;Solid precipitation rate (f.ex. snow+graupel);1;1;1;;
327;SI-N;kg s-2;Showalter index;1;1;1;;
328;GRI-KGM2;kg m-2 h-1;Instant graupel in kg/m2;1;1;1;;
329;TPE-K;K;Equivalent potential temperature in K;1;1;1;;
330;LI-N;kg s-2;Lifted index;1;1;1;;
331;CTI-N;kg s-2;Cross totals index;1;1;1;;
332;VTI-N;kg s-2;Vertical totals index;1;1;1;;
333;TTI-N;kg s-2;Total totals index;1;1;1;;
334;F0-T-K;K;0th fractal (ie. minimum) temperature in EPS;1;1;1;;
335;F10-T-K;K;10th fractal temperature in EPS;1;1;1;;
336;F25-T-K;K;25th fractal temperature in EPS;1;1;1;;
337;F50-T-K;K;50th fractal temperature in EPS;1;1;1;;
338;F75-T-K;K;75th fractal temperature in EPS;1;1;1;;
339;F90-T-K;K;90th fractal temperature in EPS;1;1;1;;
340;F100-T-K;K;100th fractal (ie. maximum) temperature in EPS;1;1;1;;
341;F100-RR-6-MM;kg m-2;100th fractal precipitation in EPS;1;1;1;;
342;F90-RR-6-MM;kg m-2;90th fractal precipitation in EPS;1;1;1;;
343;F75-RR-6-MM;kg m-2;75th fractal precipitation in EPS;1;1;1;;
344;F50-RR-6-MM;kg m-2;50th fractal precipitation in EPS;1;1;1;;
345;F25-RR-6-MM;kg m-2;25th fractal precipitation in EPS;1;1;1;;
346;F10-RR-6-MM;kg m-2;10th fractal precipitation in EPS;1;1;1;;
347;F0-RR-6-MM;kg m-2;0th fractal precipitation in EPS;1;1;1;;
348;F100-N-0TO1;0to1;100th fractal cloudiness in EPS;1;1;1;;
349;F90-N-0TO1;0to1;90th fractal cloudiness in EPS;1;1;1;;
350;F75-N-0TO1;0to1;75th fractal cloudiness in EPS;1;1;1;;
351;F50-N-0TO1;0to1;50th fractal cloudiness in EPS;1;1;1;;
352;F25-N-0TO1;0to1;25th fractal cloudiness in EPS;1;1;1;;
353;F10-N-0TO1;0to1;10th fractal cloudiness in EPS;1;1;1;;
354;F0-N-0TO1;0to1;0th fractal cloudiness in EPS;1;1;1;;
355;F100-FFG-MS;m s-1;100th fractal wind gust speed in EPS;1;1;1;;
356;F90-FFG-MS;m s-1;90th fractal wind gust speed in EPS;1;1;1;;
357;F75-FFG-MS;m s-1;75th fractal wind gust speed in EPS;1;1;1;;
358;F50-FFG-MS;m s-1;50th fractal wind gust speed in EPS;1;1;1;;
359;F25-FFG-MS;m s-1;25th fractal wind gust speed in EPS;1;1;1;;
360;F10-FFG-MS;m s-1;10th fractal wind gust speed in EPS;1;1;1;;
361;F0-FFG-MS;m s-1;0th fractal wind gust speed in EPS;1;1;1;;
362;F100-FF-MS;m s-1;100th fractal wind speed in EPS;1;1;1;;
363;F90-FF-MS;m s-1;90th fractal wind speed in EPS;1;1;1;;
364;F75-FF-MS;m s-1;75th fractal wind speed in EPS;1;1;1;;
365;F50-FF-MS;m s-1;50th fractal wind speed in EPS;1;1;1;;
366;F25-FF-MS;m s-1;25th fractal wind speed in EPS;1;1;1;;
367;F10-FF-MS;m s-1;10th fractal wind speed in EPS;1;1;1;;
368;F0-FF-MS;m s-1;0th fractal wind speed in EPS;1;1;1;;
369;RHO-KGM3;kg m-3;Density of dry air in Kg m-3;1;1;1;;
370;ABSH-KGM3;kg m-3;Absolute humidity, kg/m^3;1;1;1;;
371;RSI-KGM2;kg m-2 h-1;Instant solid precipitation (snow+graupel) in kg/m2;1;1;1;;
372;LCL-HPA;hPa;Height of LCL in hPa;1;1;1;;
373;LFC-HPA;hPa;Height of LFC in hPa;1;1;1;;
374;EL-HPA;hPa;Height of EL in hPa;1;1;1;;
375;LCL-M;m;Height of LCL in meters;1;1;1;;
376;LFC-M;m;Height of LFC in meters;1;1;1;;
377;EL-M;m;Height of EL in meters;1;1;1;;
379;CAPE1040-JKG;J kg-1;Convective available potential energy, value of parameter when -40C < T < -10C;1;1;1;;
386;CAPE3KM-JKG;J kg-1;Convective available potential energy, value of CAPE between 0 .. 3km;1;1;1;;
404;ILSAA1-N;JustAnumber;FMIWEATHERSYMBOL1;2;2;2;;
405;SSICING-N;Code;Sea spray icing for major oceans;1;1;1;;
406;ICINGWARN-N;Code;Icing warning index, values between 0 ... 4;2;2;2;;
407;MOL-M;m;Inverse of Monin-Obukhov length, i.e. 1/L in m-1;1;1;1;;
408;FX-MS;m s-1;Maximum Wind Speed in m/s;1;1;1;;
409;RRT-H;h;Period of Rain Amount in Hours;1;1;1;;
410;DS-D;Deg;Direction of the Ship in Degrees;1;1;1;;
411;FFG-MS;m s-1;Instantaneous Wind Speed in m/s;1;1;1;;
412;P-HPA;hPa;Pressure in hPa;1;1;1;;
414;TD2M-C;C;Dew Point Temperature at 2m in Celsius;1;1;1;;
415;RRON-N;No Unit;Rain On or Off;1;1;1;;
416;SSON-N;No Unit;SunShine On or Off;1;1;1;;
417;RRL-MM;mm;Precipitation Large Scale in mm;1;1;1;;
418;RAD-WM2;W m-2;Radiation amount on Watts per Square Meter;1;1;1;;
419;N-N;Code;Total Cloud Cover in 1/8ths;1;1;1;;
